,모델명,날짜,별점,제목,본문
649,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 2 August 2024,1.0 out of 5 stars,Not Happy with the policy and Product,"Just bought TV 55 inch and I think I got VA panel. On top of that LG installation person told me that I would have got 3 years of warranty if I had waited for few more days till August. Just got 1 year warranty. Also even after doing many changes in colour setting display is not that good. My Benq monitor has much better display and color in default settings. Really disappointed to purchase this TV. Should have gone for Sony 43 inch instead.
Even for installation I had to call 3-4 times. I will sell TV for sure in near future."
650,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 4 August 2024,1.0 out of 5 stars,"Thw worst installation service, rude installer and suspect unit - do not buy!","Right now I am trying to return the unit without any sort of replacement.
On the unit: the remote was very slow to operate, two of the programs showed weird design patterns after 4-5 minutes of viewing. The installer walked away without explaining the remote (which is really complicated with myriads of buttons). Whenever a wrong button was pressed, I was asked a lot of questions which I could not understand and the TV went into a mode from which only power off was a recovery. The installer refused to return/explain and asked me to complain to LG - worst insult ever."
651,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 9 January 2024,3.0 out of 5 stars,Not so good,Not taking wifi 5g band. Also colorous are very bright. Just like third class tv. Not up to LG reputation I heard. Cannot connect to sound box. Useless tv.
652,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 26 July 2024,1.0 out of 5 stars,TV is great but the exchange experience was horrible,"The TV itself is great. Great picture and sound. Bang for buck.

However I ordered it with exchange and it was not a good experience. First they agreed to take the old TV and then installed the new tv. Post that they threatened me that if I don't pay up they will take away the new tv. They strong armed me into cash payment. Avoid exchange on Amazon."
653,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 7 November 2023,3.0 out of 5 stars,Very poor hdr performance,"Sdr performance is excellent but just play any 4k hdr content on netflix and you will be disappointed. The dark scenes are impossible to watch its too dark.. panel is too dim to play hdr .
Speakers are also average.. so apps like hotstar sony liv are very laggy"
654,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 21 August 2024,1.0 out of 5 stars,Worst service by Amazon for replacement,I recieved defective product. As per 10 days replacement policy I requested Amazon but they failed to replacement and forced me for refund the amount. Worst service by Amazon
655,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 19 August 2024,1.0 out of 5 stars,Worst experience by lg defective in few months,"Play Video
Display pixel damage in few months only. Lg is not responsible for that in warranty also they need 35000/- to fix it . And worst experience my customer service team don’t buy lg products. If u want loss u can go through lg services. The product is in still warranty for 2months"
656,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 28 July 2024,1.0 out of 5 stars,Poor compatible with Gaming Console,I purchased this 3-4 days back ago. Although the TV looks fine to me and picture quality is great but it’s so bad with PS5 because it gets disconnected every time whenever I play. Even my HDMI cable is authentic. I never got this problem before this TV. SUCH A DISASTER EXPERIENCE!!!!!!
657,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 5 March 2024,3.0 out of 5 stars,Lg tv,Good
658,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 30 July 2024,1.0 out of 5 stars,Awful exchange service. Rejected exchange with lame excuse.,Rejected exchange tv even though same was working. Reason given was tv is slow. Ridiculous and lame excuse. Then told it's worth 1200 only. Looks like big scam. If you can't exchange to offer the same. Otherwise give some good and strong reason. Pathetic service by seller and Amazon
659,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 27 July 2024,1.0 out of 5 stars,Worst Service by LG,Don't consider yourself buying the product from a reputed brand. Purchased the TV last week and Even after 40 something calls and dozen of escalation it hasn't been installed. Consider what will happen once repairs will be needed. Consider buying from other brands maybe samsung or sony
660,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 17 August 2024,1.0 out of 5 stars,Worst product delivered by Amazon,"Since the item was delivered, I was facing issue with the TV. TV is not working display issue. Please find the attached image"
661,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 19 August 2024,1.0 out of 5 stars,missing wall mount,"Before purchase confirmed that this comes with Wall mount and upon delivery simply charged 2500 to client. very dishonest and not reliable,"
662,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 19 February 2024,3.0 out of 5 stars,App download facility are not easy. I want Facebook app but I Could not download Facebook app,How to download Facebook app in tv
663,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 6 May 2024,2.0 out of 5 stars,Voice command missing on remote,"Such a costly TV is not provided a remote with voice command. When enquuired, price quoted for that remote is Rs.3,200.
So, keep rhis in mind before placing an order. Else TV is OK"
664,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 23 August 2024,1.0 out of 5 stars,Worst,After used 3 months getting lines on screen. For replacement of screen they are asking service charges 1500.
665,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 18 April 2024,2.0 out of 5 stars,No app casting,"The app casting doesn't work. You can't directly cast from YouTube, prime and hotstar. The installation guy said it's quite common with LG tv. Apparently itonly works at times."
666,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 27 June 2024,1.0 out of 5 stars,Ok Product,"I am Writing this review after 1 month use, so if you will consider the brand and pricing its almost okay but not upto that mark.
Yes picture quality and sound quality is superb no doubt, but UI is super and super laggy, in 2024 you really don't want this type of laggy machine even after payment of 45-48K.
Apart from LG brand nothing attractive (Slowness of UI is most disappointing)
PS: Use logical mind rather emotional mind and raise above branding and you can get much better/Faster UI experience and pic/sound quality with less price - I did this mistake :("
667,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 30 October 2023,3.0 out of 5 stars,A leagy processor and not good remote,"• Good support provided by LG and Amazon
•Very easy to install
• size : 55 inch
• value for money product
• support Bluetooth, wifi, HDMI , USB ports, and all ott apps
• Brightness is also good"
668,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 12 August 2024,1.0 out of 5 stars,Not good,"Not so good product.Its so so recommand to by any other

Not value for money"
669,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 31 March 2024,1.0 out of 5 stars,DO NOT BUY - FAULTY TV WITH PANEL ISSUES,"I recently purchased an LG 65-inch TV via Amazon, excited to upgrade my home entertainment experience. Unfortunately, what arrived was a faulty unit, with the panel flickering incessantly.

Upon contacting LG's installation team, they confirmed the TV was indeed faulty. However, the ordeal didn't end there. When reaching out to Amazon's customer care for assistance, I was informed that they didn't offer exchanges for the TV but would provide a refund.

Expecting a smooth resolution, I awaited the arranged pickup for the return. However, the experience took a turn for the worse when the pickup team arrived, insisting that I contact Amazon to uninstall and repack the TV before they could retrieve it.

This runaround was incredibly frustrating, and the lack of coordination between Amazon's customer service and their logistics team only exacerbated the situation.

Overall, this experience has left me deeply disappointed and has shattered my trust in Amazon's ability to handle such situations effectively. It's disheartening to encounter such poor customer service, especially when dealing with a significant purchase like a TV."
670,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 5 August 2024,1.0 out of 5 stars,No installation service,If you buy tv from LG they will never come for installation very bad service by Lg will never by any Lg product in future
671,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7550PSF (Ceramic Black),Reviewed in India on 9 June 2024,1.0 out of 5 stars,Out dated or defective product sold,"I purchased this product from online and it started showing red spot from day one i switched it on. LG support is ok and very slow to fix the issue, instead of replacement lg is now offering panel change only ! This is situation of customer service in India. Defective product sold and later supported with lot of pain to customer

Late Update : July 5, 2024
I got a replacement TV after a long back and forth for 1month with LG, in my case i had good lg local support. Buying online TV is outdated and painful in case of issues"
