,모델명,날짜,별점,제목,본문
514,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 1 February 2022,1.0 out of 5 stars,Damaged product sent by Seller,This is an old piece with several dents and scratches all around... Replacement was refused by Amazon... Only option was to return but since I had purchased in exchange scheme for my old 350 litre Lg fridge which was in excellent condition and already taken away by 2 delivery guys who had delivered (and probably damaged) this new big fridge I had no choice but to retain this product.... imagine 2 persons only to carry appx 700 litre fridge.... Last but least this model is very basic and doesn't have many new and better features as in similar range of refrigerators..some even lesser in price
515,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 26 January 2024,1.0 out of 5 stars,Not good product,Not good product
516,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 13 February 2022,3.0 out of 5 stars,Good product but I received a dented piece. Ensure quality check before dispatch.,
517,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 16 June 2022,1.0 out of 5 stars,Ok product but LG services not worth it.,"Product worked for less than 2 years before it's first major issue which itself is a bad benchmark for such a simple but expebaive product.

Main issue is after sales service which is horribly slow, ""promises"" service within JUST 5 days, that too in Delhi NCR, gof forbid if anyone gets LG products in tier-3 cities.

Also, service charges are quite high when compared to other reputed brands.

So, nope, LG is not worth it."
518,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 2 August 2018,1.0 out of 5 stars,Don't!!!!,"The service from Amazon is awful. The delivery was delayed. After delivery it took 4days for the LG representative to come. He asked for a knife to open the casing as he did not have equipment to open. Then he felt that the kitchen door was too small and asked me to get a carpenter to remove the door. As none were available he said he would remove the fridge doors .. but that's my responsibility. Called the LG manager who said he only was a demonstration person, not installation!! Suggested I ask Amazon to install!! He left. Called Amazon..call center says call LG!!! Eventually will get installing and running
. would I recommend.. you guess"
519,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 4 October 2023,1.0 out of 5 stars,Freezer does not get auto defrost,"Play Video
Worst quality, auto-defrost does not happen. And due to accumulated ice the fan makes unbearable noise"
520,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 30 July 2020,2.0 out of 5 stars,"Bad purchase Chinese imported, Non convertible deep freezer.","This is chinese imported, all services are costly. You will be asked for AMC 18.5k after 60% discount. One side is non convertible deep freezer. Which may not be useful. So only one side is for refrigerator. Not happy asked to return sealed pack they didn't agree."
521,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 26 July 2020,3.0 out of 5 stars,Good,"Good go for it
Price is reasonable"
522,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 27 August 2020,1.0 out of 5 stars,Damaged product delivered,"When it was delivered there are multiple dents on the right door wall and multiple scratches on both doors. Otherwise product looks stunning and very big. Very useful for a family of >4 members. I have placed a replacement order and received it today with couple of small dents on door and side wall, but it's okay. Attached both first delivered product and replacement product photos for reference."
523,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 22 September 2021,1.0 out of 5 stars,Product delivered with a dent,I just moved in to my new apartment because of COVID delay and removed the wrapping of the fridge and was dismayed to see it had a dent in it. Off course i am past my return window because of the delay in apt delivery. That dent will make me feel i got ripped every time i see the dent
524,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 11 October 2020,2.0 out of 5 stars,"Not received warranty card, user manual, bill.","Not received warranty card, user manual, bill. It doesn't have any egg tray, it contains only fridge, nothing else. Even ice container also not there."
525,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 28 April 2022,1.0 out of 5 stars,WIthin 3 months - Facing complaints .,"Defrost or Sweat inside the Fridge. When enquired we are informed that additional coil needs to be put in. Having Invested so much money facing issues within 3 months not a Good thing.

LG Service person is Good and waiting for them to fix the issue"
526,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 5 March 2020,2.0 out of 5 stars,Not worth for House.,"I didn’t received any user manual, can’t contact anyone for that. This refrigerator have more freezing space than normal storage space, not worth for house. Can’t contact anyone for any kind of assistance."
527,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 26 September 2020,3.0 out of 5 stars,Broken itemnis delivered,Broken item
528,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 9 August 2023,1.0 out of 5 stars,Defected piece,Defected piece with dent
529,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 26 October 2019,3.0 out of 5 stars,Warranty card,Warranty cardis not yet received
530,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 23 October 2020,1.0 out of 5 stars,Painful customer experience,"Play Video
Product Found Defective on Installation
Painful Experience on customer care nearly 1 hours in multiple calls
Relacement not given despite under 20 days free replacement condition ( stating non availability), despite product availability for new customers.
Working refrigerator taken away under exchange, now without refrigerator waiting for replacement"
531,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 26 October 2020,2.0 out of 5 stars,The product I’ve received has a dent on it,The refrigerator is damaged it has dents on the edges and right in centre of the refrigerator.
532,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 20 August 2024,1.0 out of 5 stars,Stopped working within a year,Got this lg refrigerator and it the fan stopped working within 8 months. For the part to come it took them 20 days . Please buy this refrigerator if you want to fight with lg customer care
533,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 23 May 2019,2.0 out of 5 stars,Good fridge but got scratches during delivery,"Fridge is good but few days after delivery notice scratches which must have taken place during delivery for sure. I did not pick it during my initial checks unfortunately have to live with this
Little disappointed"
534,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 27 August 2018,3.0 out of 5 stars,Very spacious,"Good product, but noise level is high at night, disturbs my sleep"
535,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 14 May 2019,1.0 out of 5 stars,Stay away from LG refrigerators.,"We purchased this product in August 2018 , it stopped working from 10 days . On registering a complaint with LG ,they forwarded it to a 3rd party agency who have no idea when can they rectify the issue. Neither they are replacing nor repairing inspite the product is still in warranty.
Such a waste of money !"
536,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 12 August 2019,1.0 out of 5 stars,Dent on the door of the fridge,"3 people are not sufficient to offload the fridge of 124 kgs from truck. Looks like on offloading the refrigerator hit the backside of truck and it got dented. Also there should be more protection for the door, not sure if they do it the second time they won't repeat the mistake, seems they don't have proper guideline to offload."
537,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 9 February 2022,1.0 out of 5 stars,BAD,NOT COOLING DUE TO DUST ACCUMULATION AND BLOCKING OF CONDENSER COILS. THE DESIGN IS NOT AS PER INDIAN CONDITIONS
538,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 22 July 2024,1.0 out of 5 stars,Very bad fridge please don't buy and waste your money,Go for another company.......very poor after sale service........ especially side by side fridge where ice system is outside the fridge... ..it is not working every 15 days I have to complaint....things in the fridge get spoiled.......engineer comes very late please don't buy lg fridge
539,"LG 655 L Frost-Free Smart Inverter Double Door Side-By-Side Refrigerator (2023 Model, GL-B257HDSY, Dazzle Steel, Express Freeze | Multi Air-Flow)",Reviewed in India on 11 June 2020,1.0 out of 5 stars,No installation for 4 days since delivery,It has be 3 days since delivery - no news of installation. LG toll free is never attended by anyone. One time we had someone pick up the phone and say its samsung go down. The product is lying without any connection nor installation. Need help
